,username,created_at,truncated,description,following,followers,totaltweets,retweetcount,text,hashtags,user_mention,retweetScreenNames
182,kittyhundal,2022-09-20 15:20:47+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,2,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/HoGcFkfovL","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
183,Dennistalksfact,2022-09-20 14:10:29+00:00,False,Everyone deserves to be heard and is entitled to a place in the sun🌞,444,849,82248,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
184,GoodShotKid,2022-09-20 14:09:36+00:00,False,"Good Shot Kid...I think you got him! (Relax, it's just song lyrics)",37,8,292,0,"@BillyTyndall7 @BullyhunterTwo Actually FYI he can, it says it right there in @useless_priest bio... #VaccineInjury","[{'text': 'VaccineInjury', 'indices': [101, 115]}]","['BillyTyndall7', 'BullyhunterTwo', 'useless_priest']",
185,TikTokGaia,2022-09-20 13:52:41+00:00,False,,1,2,30,0,"They knew.

#NoVaccineMandates 
#NoVaccinePassports 
#TikTok https://t.co/8krp3hKl50","[{'text': 'NoVaccineMandates', 'indices': [12, 30]}, {'text': 'NoVaccinePassports', 'indices': [32, 51]}, {'text': 'TikTok', 'indices': [53, 60]}]",[],
186,JayDill20735052,2022-09-20 13:40:58+00:00,False,PRO Russia........NON-GMO PUREBLOOD....Never had a vaccine..... Never will.... Trust the immune system 👍,196,71,1176,1,Please help fund our documentary exposing the government’s negligence in imposing mandates on youth during the pandemic! #TrudeauMustGo #TrudeauResign #TrudeauHasGotToGo #Realnotrare #Pfizer #FreedomConvoy2022 #Alberta #YEG #Canada #vaccinemandates #communistcanada #vaccineinjury https://t.co/25vy782Sap,[],['YegUnited'],YegUnited
187,ThePolemicist_,2022-09-20 13:31:25+00:00,False,"Left-socialist analysis at https://t.co/WPDblqsCXo, https://t.co/syZtWQIEcw, & @NatCounterPunch. Frequent guest on The Critical Hour, @SputnikMisfits.",671,1431,22064,0,"Vaccinating children confers short-term protection but has a *detrimental effect* on immune system that makes them *more susceptible* to COVID long-term. 
B/c ""Immune imprinting"" aka Original Antigenic Sin.
#NoVaccinePassports
#NoVaccineMandates https://t.co/QIe1paDXBa","[{'text': 'NoVaccinePassports', 'indices': [207, 226]}, {'text': 'NoVaccineMandates', 'indices': [227, 245]}]",[],
188,Chard1Sue,2022-09-20 13:26:55+00:00,False,,129,19,1137,28,"A year ago tonight I thought to myself “are these fuckers gonna make me turn away someone at my restaurant for being the same as me? No fucking way man, there’s no way I’m doing that.” #NoVaccineMandates",[],['wopizza'],wopizza
189,bradow78,2022-09-20 13:24:00+00:00,False,Staunch Freedom Lover/Fighter and Believer in the Equality For Everybody and the Right to Choose.  Totally averse to Gov't Overreach of any type. #TrudeauMustGo,385,292,3825,28,"A year ago tonight I thought to myself “are these fuckers gonna make me turn away someone at my restaurant for being the same as me? No fucking way man, there’s no way I’m doing that.” #NoVaccineMandates",[],['wopizza'],wopizza
190,bjtraderr,2022-09-20 13:15:31+00:00,False,Money machines baby,143,42,3890,11645,"Two weeks before the pandemic started, the government (NIAID) and MODERNA signed a confidential agreement regarding COVID VACCINES, how did they know!!??

Anthony Fauci has to answer some questions!
#vaccine #vaccineinjury #vaccinedeaths https://t.co/v8MAqN5Qsx",[],['bambkb'],bambkb
191,Mare09099675,2022-09-20 13:09:04+00:00,False,"Ahl Ühl us Kölle -💃🏽 Italiana da + di 40 anni.
Reagiere allergisch gegen Pharmaka, Missionare jeglicher Art + Beleidigungen.",691,581,41565,3,"For Canadian friends from Italy:
COME ON, CANADA! 🚛🚜🚚
""The tracks of the freedom"" 👣

#TrudeauMustGo
(and also: #DraghiMustGo, #SperanzaMustGo 👉)

#NoVaccineMandates
#NoVaccinePassports #TruckersForFreedom2022 #FreedomConvoy2022
#NonViolentResistance #satyagraha https://t.co/wQJKErzhd4","[{'text': 'TrudeauMustGo', 'indices': [100, 114]}, {'text': 'DraghiMustGo', 'indices': [126, 139]}]",['AlterMoai'],AlterMoai
192,AlterMoai,2022-09-20 13:07:03+00:00,False,"Illustratore. Cuore puro, testa dura! (il muto urlo della gente)",2921,2168,12118,3,"For Canadian friends from Italy:
COME ON, CANADA! 🚛🚜🚚
""The tracks of the freedom"" 👣

#TrudeauMustGo
(and also: #DraghiMustGo, #SperanzaMustGo 👉)

#NoVaccineMandates
#NoVaccinePassports #TruckersForFreedom2022 #FreedomConvoy2022
#NonViolentResistance #satyagraha https://t.co/wQJKErzhd4","[{'text': 'TrudeauMustGo', 'indices': [85, 99]}, {'text': 'DraghiMustGo', 'indices': [111, 124]}, {'text': 'SperanzaMustGo', 'indices': [126, 141]}, {'text': 'NoVaccineMandates', 'indices': [146, 164]}, {'text': 'NoVaccinePassports', 'indices': [165, 184]}, {'text': 'TruckersForFreedom2022', 'indices': [185, 208]}, {'text': 'FreedomConvoy2022', 'indices': [209, 227]}, {'text': 'NonViolentResistance', 'indices': [228, 249]}, {'text': 'satyagraha', 'indices': [250, 261]}]",[],
193,MelanieEresman,2022-09-20 12:48:11+00:00,False,"🇨🇦Conservative, MEATatarian whose dying wish is to eat a Vegan, all sports, politically incorrect and I HATE all things Trudeau. I ♥️ O&G",2309,2860,91037,28,"A year ago tonight I thought to myself “are these fuckers gonna make me turn away someone at my restaurant for being the same as me? No fucking way man, there’s no way I’m doing that.” #NoVaccineMandates",[],['wopizza'],wopizza
194,iCelebrateStars,2022-09-20 12:43:42+00:00,False,"CELEBRATING THE LIFE OF THE NEW CREATION IN CHRIST. 
...the new creation realities!!!
MUSIC | FASHION & GLAMOUR | INTERVIEWS | EVENTS",1298,502,1896,14,Del Bigtree From @HighWireTalk Dropping His Usual Truth Bombs About The #vaccine #clotshot #booster #vaccinedamage #vaccineinjured #vaccineinjury #VaccineDeaths #vaccineadversereaction #vaccineSideEffect #SADS #DiedUnexpectedly #diedsuddenly #WakeUp https://t.co/q0JMVEubE5,"[{'text': 'vaccine', 'indices': [86, 94]}, {'text': 'clotshot', 'indices': [95, 104]}, {'text': 'booster', 'indices': [105, 113]}, {'text': 'vaccinedamage', 'indices': [114, 128]}]","['tsubject', 'HighWireTalk']",tsubject
195,MsKay52880596,2022-09-20 12:38:12+00:00,False,,801,226,4287,28,"A year ago tonight I thought to myself “are these fuckers gonna make me turn away someone at my restaurant for being the same as me? No fucking way man, there’s no way I’m doing that.” #NoVaccineMandates",[],['wopizza'],wopizza
196,AnaFelidae,2022-09-20 12:27:35+00:00,False,🌵 Grain de sable connecté au réel,1019,229,15054,20,"Monitoring my heart rate, not from a workout, but just from standing up. #POTS #Dysautonomia #tachycardia #VaccineSideEffects #vaccineinjured #vaccineinjury https://t.co/5EwM82ckA7","[{'text': 'POTS', 'indices': [90, 95]}, {'text': 'Dysautonomia', 'indices': [96, 109]}, {'text': 'tachycardia', 'indices': [110, 122]}]",['michellespj'],michellespj
197,davidwetton,2022-09-20 12:24:05+00:00,False,"Faith Based Executive Coach. Emotional and Spiritual Intelligence Thought Leader. Passionate about empowering Triple Bottom Line of People, Planet & Profit",735,383,7220,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
198,ReillyHamil,2022-09-20 12:21:54+00:00,False,"Senior with over 4 decades as Dem & after Biden admin will not vote dem again. End mandates & Deal with tyrants on US northern border, not Russia.",1161,287,50411,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
199,Emma12348326,2022-09-20 12:17:03+00:00,False,"„Health is a state of complete physical, mental and social well-being and not merely the absence of disease or infirmity.“ #together",369,90,2065,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
200,rcjdp,2022-09-20 12:05:30+00:00,False,,152,56,4574,28,"A year ago tonight I thought to myself “are these fuckers gonna make me turn away someone at my restaurant for being the same as me? No fucking way man, there’s no way I’m doing that.” #NoVaccineMandates",[],['wopizza'],wopizza
201,realJJDawson,2022-09-20 12:02:05+00:00,False,Writer.,134,12,237,0,"'This Is a Problem': We Could Be Altering Immune Systems for Generations
#vaccinepoison #vaccineinjuries #vaccineinjury #vaccinedeath #vaccinesideeffects 
https://t.co/Dj59jhZRdf https://t.co/b8mb0gTtwi","[{'text': 'vaccinepoison', 'indices': [73, 87]}, {'text': 'vaccineinjuries', 'indices': [88, 104]}, {'text': 'vaccineinjury', 'indices': [105, 119]}, {'text': 'vaccinedeath', 'indices': [120, 133]}, {'text': 'vaccinesideeffects', 'indices': [134, 153]}]",[],
202,LizLatcherie,2022-09-20 11:57:46+00:00,False,best substitute teacher out there,213,442,35055,28,"A year ago tonight I thought to myself “are these fuckers gonna make me turn away someone at my restaurant for being the same as me? No fucking way man, there’s no way I’m doing that.” #NoVaccineMandates",[],['wopizza'],wopizza
203,HMaypas,2022-09-20 11:53:19+00:00,False,"Nurse Consultant - Advocacy, Guidance & Case Management in Long Haul Covid & Vaccine Injuries.",278,237,4986,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
204,Lumin261,2022-09-20 11:51:13+00:00,False,,188,101,18461,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
205,heavyed65,2022-09-20 11:49:34+00:00,False,Activist for a FreePalestine,293,644,54409,0,#RandPaul: This is the biggest coverup in the history of science https://t.co/cVhJYOAn5f via @YouTube #FireFauci #AnthonyFauci #CNN #BBC #Foxnews #MSNBC #NoVaccineMandates,"[{'text': 'RandPaul', 'indices': [0, 9]}, {'text': 'FireFauci', 'indices': [102, 112]}, {'text': 'AnthonyFauci', 'indices': [113, 126]}, {'text': 'CNN', 'indices': [127, 131]}, {'text': 'BBC', 'indices': [132, 136]}, {'text': 'Foxnews', 'indices': [137, 145]}, {'text': 'MSNBC', 'indices': [146, 152]}, {'text': 'NoVaccineMandates', 'indices': [153, 171]}]",['YouTube'],
206,cnkemper24,2022-09-20 11:48:30+00:00,False,,145,26,283,28,"A year ago tonight I thought to myself “are these fuckers gonna make me turn away someone at my restaurant for being the same as me? No fucking way man, there’s no way I’m doing that.” #NoVaccineMandates",[],['wopizza'],wopizza
207,an44611493,2022-09-20 11:46:44+00:00,False,,607,231,8242,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
208,chris_banida,2022-09-20 11:33:58+00:00,False,I'm back!,1243,4344,10612,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
209,rog_thronhill,2022-09-20 11:32:27+00:00,False,me,412,180,10469,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
210,OldCrow002,2022-09-20 11:27:49+00:00,False,"Author of Old Crow, by Arthur Garrett, patriot, MAGA, trump supporter",2998,1652,810,11645,"Two weeks before the pandemic started, the government (NIAID) and MODERNA signed a confidential agreement regarding COVID VACCINES, how did they know!!??

Anthony Fauci has to answer some questions!
#vaccine #vaccineinjury #vaccinedeaths https://t.co/v8MAqN5Qsx",[],['bambkb'],bambkb
211,waldemardyck,2022-09-20 11:15:50+00:00,False,,880,153,5387,3,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/z2C1JAL1fA","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
212,MaryJasper2,2022-09-20 11:13:19+00:00,False,"Been a keen birdwatcher since eight years old! Now share my time between that and grandchildren. :) Abusive tweeters, thankfully rare, are blocked on sight.",4348,4857,106093,4684,"Delivered calmly, delivered with facts, delivered with clear emotion at potentially losing his job…

When people attack the unvaccinated, they aren’t attacking anti vaxxers, they are attacking people like this Doctor.
@sajidjavid 
Free choice, body autonomy.
#NoVaccineMandates https://t.co/FMB6Qcddct",[],['EssexPR'],EssexPR
213,kittyhundal,2022-09-20 11:13:06+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/fxFTFQfBfj","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
214,kittyhundal,2022-09-20 11:12:39+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,3,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/z2C1JAL1fA","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
215,WoodsWonder1,2022-09-20 11:03:22+00:00,False,Always keeping it REAL ~ Karma is everywhere you're going to be. Not here to gain followers my ego is in check. In support of the vaccine injured.,83,47,1466,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
216,julia07624603,2022-09-20 11:02:45+00:00,False,"Doggy granny, sarcastic sod. Always be real and honest x",276,207,5142,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
217,CWTAIC,2022-09-20 11:01:49+00:00,False,The #canwetalkaboutit global campaign aims to start a dialogue and break the silence around the Covid-19 vaccine injuries and deaths,120,5532,856,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [119, 125]}, {'text': 'vaccineinjured', 'indices': [126, 141]}, {'text': 'vaccineinjury', 'indices': [142, 156]}, {'text': 'vaccinereactions', 'indices': [157, 174]}, {'text': 'vaccine', 'indices': [175, 183]}, {'text': 'mrna', 'indices': [184, 189]}, {'text': 'moderna', 'indices': [190, 198]}, {'text': 'pfizer', 'indices': [199, 206]}, {'text': 'POTS', 'indices': [207, 212]}, {'text': 'MECFS', 'indices': [213, 219]}, {'text': 'CFSME', 'indices': [220, 226]}, {'text': 'MCAS', 'indices': [227, 232]}, {'text': 'PEM', 'indices': [233, 237]}, {'text': 'dysautonomia', 'indices': [238, 251]}, {'text': 'react19', 'indices': [252, 260]}]",[],
